"year_month","customer_id","monthly_rfm_score","segment"
"2017-10-01 00:00:00+07","DW-13195","143","Lost Customers"
"2017-10-01 00:00:00+07","ML-17395","124","Lost Customers"
"2017-10-01 00:00:00+07","BD-11620","132","Lost Customers"
"2017-10-01 00:00:00+07","PS-18970","134","Lost Customers"
"2017-10-01 00:00:00+07","HA-14905","132","Lost Customers"
"2017-10-01 00:00:00+07","JB-15400","134","Lost Customers"
"2017-10-01 00:00:00+07","FC-14245","123","Lost Customers"
"2017-10-01 00:00:00+07","SL-20155","131","Lost Customers"
"2017-10-01 00:00:00+07","SP-20920","155","Lost Customers"
"2017-10-01 00:00:00+07","MD-17860","131","Lost Customers"
"2017-10-01 00:00:00+07","DK-12835","122","Lost Customers"
"2017-10-01 00:00:00+07","PH-18790","121","Lost Customers"
"2017-10-01 00:00:00+07","CM-12160","122","Lost Customers"
"2017-10-01 00:00:00+07","NK-18490","113","High Value"
"2017-10-01 00:00:00+07","ND-18370","155","Lost Customers"
"2017-10-01 00:00:00+07","JE-16165","135","Lost Customers"
"2017-10-01 00:00:00+07","IG-15085","123","Lost Customers"
"2017-10-01 00:00:00+07","MY-18295","135","Lost Customers"
"2017-10-01 00:00:00+07","PT-19090","114","High Value"
"2017-10-01 00:00:00+07","EB-13705","121","Lost Customers"
"2017-10-01 00:00:00+07","RB-19465","155","Lost Customers"
"2017-10-01 00:00:00+07","TH-21550","131","Lost Customers"
"2017-10-01 00:00:00+07","JS-16030","144","Lost Customers"
"2017-10-01 00:00:00+07","CA-12265","122","Lost Customers"
"2017-10-01 00:00:00+07","RD-19480","155","Lost Customers"
"2017-10-01 00:00:00+07","MO-17500","144","Lost Customers"
"2017-10-01 00:00:00+07","MP-17965","124","Lost Customers"
"2017-10-01 00:00:00+07","HM-14860","122","Lost Customers"
"2017-10-01 00:00:00+07","HH-15010","114","High Value"
"2017-10-01 00:00:00+07","BF-11020","144","Lost Customers"
"2017-10-01 00:00:00+07","SS-20140","124","Lost Customers"
"2017-10-01 00:00:00+07","AJ-10960","155","Lost Customers"
"2017-10-01 00:00:00+07","AJ-10780","142","Lost Customers"
"2017-10-01 00:00:00+07","BO-11425","143","Lost Customers"
"2017-10-01 00:00:00+07","MY-17380","132","Lost Customers"
"2017-10-01 00:00:00+07","VP-21760","131","Lost Customers"
"2017-10-01 00:00:00+07","GH-14410","132","Lost Customers"
"2017-10-01 00:00:00+07","FG-14260","123","Lost Customers"
"2017-10-01 00:00:00+07","MC-17275","155","Lost Customers"
"2017-10-01 00:00:00+07","RS-19765","121","Lost Customers"
"2017-10-01 00:00:00+07","RS-19420","155","Lost Customers"
"2017-10-01 00:00:00+07","DL-13495","133","Lost Customers"
"2017-10-01 00:00:00+07","SV-20815","155","Lost Customers"
"2017-10-01 00:00:00+07","EL-13735","154","Lost Customers"
"2017-10-01 00:00:00+07","AG-10765","134","Lost Customers"
"2017-10-01 00:00:00+07","JW-15955","155","Lost Customers"
"2017-10-01 00:00:00+07","BK-11260","144","Lost Customers"
"2017-10-01 00:00:00+07","CR-12730","131","Lost Customers"
"2017-10-01 00:00:00+07","MH-18025","121","Lost Customers"
"2017-10-01 00:00:00+07","AG-10495","113","High Value"
"2017-10-01 00:00:00+07","AH-10210","142","Lost Customers"
"2017-10-01 00:00:00+07","TS-21610","123","Lost Customers"
"2017-10-01 00:00:00+07","ML-18040","122","Lost Customers"
"2017-10-01 00:00:00+07","NF-18385","132","Lost Customers"
"2017-10-01 00:00:00+07","SM-20320","155","Lost Customers"
"2017-10-01 00:00:00+07","MG-17650","121","Lost Customers"
"2017-10-01 00:00:00+07","SP-20860","144","Lost Customers"
"2017-10-01 00:00:00+07","SN-20710","143","Lost Customers"
"2017-10-01 00:00:00+07","NP-18670","111","High Value"
"2017-10-01 00:00:00+07","RW-19690","132","Lost Customers"
"2017-10-01 00:00:00+07","SW-20245","143","Lost Customers"
"2017-10-01 00:00:00+07","CK-12760","121","Lost Customers"
"2017-10-01 00:00:00+07","EB-14170","155","Lost Customers"
"2017-10-01 00:00:00+07","MB-17305","122","Lost Customers"
"2017-10-01 00:00:00+07","CP-12085","144","Lost Customers"
"2017-10-01 00:00:00+07","HG-14845","112","High Value"
"2017-10-01 00:00:00+07","XP-21865","123","Lost Customers"
"2017-10-01 00:00:00+07","BP-11050","144","Lost Customers"
"2017-10-01 00:00:00+07","GM-14440","143","Lost Customers"
"2017-10-01 00:00:00+07","CS-12250","112","High Value"
"2017-10-01 00:00:00+07","DC-13285","142","Lost Customers"
"2017-10-01 00:00:00+07","DB-13210","144","Lost Customers"
"2017-10-01 00:00:00+07","Dp-13240","111","High Value"
"2017-10-01 00:00:00+07","JK-15730","155","Lost Customers"
"2017-10-01 00:00:00+07","MG-18145","121","Lost Customers"
"2017-10-01 00:00:00+07","CR-12820","112","High Value"
"2017-10-01 00:00:00+07","NZ-18565","122","Lost Customers"
"2017-10-01 00:00:00+07","AJ-10945","155","Lost Customers"
"2017-10-01 00:00:00+07","MM-18280","144","Lost Customers"
"2017-10-01 00:00:00+07","MH-17455","122","Lost Customers"
"2017-10-01 00:00:00+07","TS-21370","121","Lost Customers"
"2017-10-01 00:00:00+07","RB-19795","144","Lost Customers"
"2017-10-01 00:00:00+07","PO-19195","133","Lost Customers"
"2017-10-01 00:00:00+07","GG-14650","111","High Value"
"2017-10-01 00:00:00+07","MP-18175","113","High Value"
"2017-10-01 00:00:00+07","LW-16825","155","Lost Customers"
"2017-10-01 00:00:00+07","CC-12430","122","Lost Customers"
"2017-10-01 00:00:00+07","AS-10045","143","Lost Customers"
"2017-10-01 00:00:00+07","HL-15040","155","Lost Customers"
"2017-10-01 00:00:00+07","AC-10450","131","Lost Customers"
"2017-10-01 00:00:00+07","RW-19630","144","Lost Customers"
"2017-10-01 00:00:00+07","RF-19735","113","High Value"
"2017-10-01 00:00:00+07","PV-18985","131","Lost Customers"
"2017-10-01 00:00:00+07","CM-12115","122","Lost Customers"
"2017-10-01 00:00:00+07","JK-16090","112","High Value"
"2017-10-01 00:00:00+07","BP-11155","144","Lost Customers"
"2017-10-01 00:00:00+07","SC-20695","134","Lost Customers"
"2017-10-01 00:00:00+07","EB-13840","112","High Value"
"2017-10-01 00:00:00+07","TN-21040","143","Lost Customers"
"2017-10-01 00:00:00+07","KH-16630","155","Lost Customers"
"2017-10-01 00:00:00+07","NS-18505","112","High Value"
"2017-10-01 00:00:00+07","CM-12655","131","Lost Customers"
"2017-10-01 00:00:00+07","DK-13090","143","Lost Customers"
"2017-09-01 00:00:00+07","SC-20050","122","Lost Customers"
"2017-09-01 00:00:00+07","CC-12475","112","High Value"
"2017-09-01 00:00:00+07","BF-10975","155","Lost Customers"
"2017-09-01 00:00:00+07","CS-11845","123","Lost Customers"
"2017-09-01 00:00:00+07","BT-11530","143","Lost Customers"
"2017-09-01 00:00:00+07","JK-15730","122","Lost Customers"
"2017-09-01 00:00:00+07","JA-15970","111","High Value"
"2017-09-01 00:00:00+07","AS-10630","122","Lost Customers"
"2017-09-01 00:00:00+07","MG-17680","112","High Value"
"2017-09-01 00:00:00+07","JO-15280","143","Lost Customers"
"2017-09-01 00:00:00+07","PG-18820","112","High Value"
"2017-09-01 00:00:00+07","FH-14365","155","Lost Customers"
"2017-09-01 00:00:00+07","SC-20575","144","Lost Customers"
"2017-09-01 00:00:00+07","ME-18010","144","Lost Customers"
"2017-09-01 00:00:00+07","DS-13030","112","High Value"
"2017-09-01 00:00:00+07","SF-20965","155","Lost Customers"
"2017-09-01 00:00:00+07","CM-12160","155","Lost Customers"
"2017-09-01 00:00:00+07","BD-11725","155","Lost Customers"
"2017-09-01 00:00:00+07","SP-20860","155","Lost Customers"
"2017-09-01 00:00:00+07","SJ-20125","111","High Value"
"2017-09-01 00:00:00+07","RA-19885","111","High Value"
"2017-09-01 00:00:00+07","SL-20155","155","Lost Customers"
"2017-09-01 00:00:00+07","AG-10900","122","Lost Customers"
"2017-09-01 00:00:00+07","AH-10075","123","Lost Customers"
"2017-09-01 00:00:00+07","CA-11965","155","Lost Customers"
"2017-09-01 00:00:00+07","LS-17200","144","Lost Customers"
"2017-09-01 00:00:00+07","CT-11995","133","Lost Customers"
"2017-09-01 00:00:00+07","RB-19360","133","Lost Customers"
"2017-09-01 00:00:00+07","KW-16435","112","High Value"
"2017-09-01 00:00:00+07","KC-16540","143","Lost Customers"
"2017-09-01 00:00:00+07","BD-11605","133","Lost Customers"
"2017-09-01 00:00:00+07","AG-10675","114","High Value"
"2017-09-01 00:00:00+07","NK-18490","134","Lost Customers"
"2017-09-01 00:00:00+07","RO-19780","132","Lost Customers"
"2017-09-01 00:00:00+07","PB-19150","143","Lost Customers"
"2017-09-01 00:00:00+07","PP-18955","122","Lost Customers"
"2017-09-01 00:00:00+07","FA-14230","121","Lost Customers"
"2017-09-01 00:00:00+07","KF-16285","111","High Value"
"2017-09-01 00:00:00+07","KB-16240","121","Lost Customers"
"2017-09-01 00:00:00+07","BP-11095","131","Lost Customers"
"2017-09-01 00:00:00+07","MH-18115","131","Lost Customers"
"2017-09-01 00:00:00+07","DW-13540","123","Lost Customers"
"2017-09-01 00:00:00+07","BS-11755","123","Lost Customers"
"2017-09-01 00:00:00+07","MH-17785","155","Lost Customers"
"2017-09-01 00:00:00+07","DB-13660","111","High Value"
"2017-09-01 00:00:00+07","LC-16870","113","High Value"
"2017-09-01 00:00:00+07","BD-11320","142","Lost Customers"
"2017-09-01 00:00:00+07","BE-11410","143","Lost Customers"
"2017-09-01 00:00:00+07","BG-11695","155","Lost Customers"
"2017-09-01 00:00:00+07","AP-10915","123","Lost Customers"
"2017-09-01 00:00:00+07","KN-16705","155","Lost Customers"
"2017-09-01 00:00:00+07","DO-13645","112","High Value"
"2017-09-01 00:00:00+07","SH-19975","113","High Value"
"2017-09-01 00:00:00+07","SC-20440","144","Lost Customers"
"2017-09-01 00:00:00+07","JE-15745","121","Lost Customers"
"2017-09-01 00:00:00+07","PB-19105","134","Lost Customers"
"2017-09-01 00:00:00+07","BK-11260","155","Lost Customers"
"2017-09-01 00:00:00+07","CA-12265","142","Lost Customers"
"2017-09-01 00:00:00+07","EH-14005","133","Lost Customers"
"2017-09-01 00:00:00+07","DW-13195","155","Lost Customers"
"2017-09-01 00:00:00+07","LC-17140","111","High Value"
"2017-09-01 00:00:00+07","MG-17890","144","Lost Customers"
"2017-09-01 00:00:00+07","JE-15610","112","High Value"
"2017-09-01 00:00:00+07","DB-13615","144","Lost Customers"
"2017-09-01 00:00:00+07","BM-11575","155","Lost Customers"
"2017-09-01 00:00:00+07","EB-13870","155","Lost Customers"
"2017-09-01 00:00:00+07","DL-12865","155","Lost Customers"
"2017-09-01 00:00:00+07","KT-16480","144","Lost Customers"
"2017-09-01 00:00:00+07","RH-19495","155","Lost Customers"
"2017-09-01 00:00:00+07","ML-18265","133","Lost Customers"
"2017-09-01 00:00:00+07","SV-20365","111","High Value"
"2017-09-01 00:00:00+07","JR-16210","112","High Value"
"2017-09-01 00:00:00+07","DP-13105","123","Lost Customers"
"2017-09-01 00:00:00+07","JM-15535","134","Lost Customers"
"2017-09-01 00:00:00+07","FG-14260","155","Lost Customers"
"2017-09-01 00:00:00+07","JP-16135","154","Lost Customers"
"2017-09-01 00:00:00+07","AB-10105","112","High Value"
"2017-09-01 00:00:00+07","ES-14080","144","Lost Customers"
"2017-09-01 00:00:00+07","BF-11020","112","High Value"
"2017-09-01 00:00:00+07","PA-19060","143","Lost Customers"
"2017-09-01 00:00:00+07","TS-21505","133","Lost Customers"
"2017-09-01 00:00:00+07","DC-12850","134","Lost Customers"
"2017-09-01 00:00:00+07","SS-20140","111","High Value"
"2017-09-01 00:00:00+07","TM-21010","155","Lost Customers"
"2017-09-01 00:00:00+07","MM-18280","135","Lost Customers"
"2017-09-01 00:00:00+07","SC-20380","144","Lost Customers"
"2017-09-01 00:00:00+07","TP-21415","155","Lost Customers"
"2017-09-01 00:00:00+07","MO-17800","111","High Value"
"2017-09-01 00:00:00+07","AS-10225","111","High Value"
"2017-09-01 00:00:00+07","GZ-14470","132","Lost Customers"
"2017-09-01 00:00:00+07","AS-10090","112","High Value"
"2017-09-01 00:00:00+07","JF-15355","124","Lost Customers"
"2017-09-01 00:00:00+07","BB-10990","125","Lost Customers"
"2017-09-01 00:00:00+07","CY-12745","121","Lost Customers"
"2017-09-01 00:00:00+07","EH-14185","155","Lost Customers"
"2017-09-01 00:00:00+07","AB-10060","155","Lost Customers"
"2017-09-01 00:00:00+07","CL-12700","155","Lost Customers"
"2017-09-01 00:00:00+07","DB-13060","142","Lost Customers"
"2017-09-01 00:00:00+07","CC-12145","154","Lost Customers"
"2017-09-01 00:00:00+07","BB-11545","154","Lost Customers"
"2017-09-01 00:00:00+07","TC-21145","111","High Value"
"2017-09-01 00:00:00+07","ES-14020","111","High Value"
"2017-09-01 00:00:00+07","AB-10165","143","Lost Customers"
"2017-09-01 00:00:00+07","CL-11890","111","High Value"
"2017-09-01 00:00:00+07","GM-14500","155","Lost Customers"
"2017-09-01 00:00:00+07","RD-19480","111","High Value"
"2017-09-01 00:00:00+07","CS-12400","122","Lost Customers"
"2017-09-01 00:00:00+07","Dp-13240","113","High Value"
"2017-09-01 00:00:00+07","DB-13555","121","Lost Customers"
"2017-09-01 00:00:00+07","RB-19705","111","High Value"
"2017-09-01 00:00:00+07","PS-18760","112","High Value"
"2017-09-01 00:00:00+07","LT-17110","144","Lost Customers"
"2017-09-01 00:00:00+07","JB-16000","124","Lost Customers"
"2017-09-01 00:00:00+07","HZ-14950","125","Lost Customers"
"2017-09-01 00:00:00+07","TB-21520","155","Lost Customers"
"2017-09-01 00:00:00+07","SG-20605","155","Lost Customers"
"2017-09-01 00:00:00+07","BF-11080","123","Lost Customers"
"2017-09-01 00:00:00+07","DJ-13510","134","Lost Customers"
"2017-09-01 00:00:00+07","JM-15865","143","Lost Customers"
"2017-09-01 00:00:00+07","HA-14920","134","Lost Customers"
"2017-09-01 00:00:00+07","JF-15415","111","High Value"
"2017-09-01 00:00:00+07","CB-12025","112","High Value"
"2017-09-01 00:00:00+07","RC-19960","154","Lost Customers"
"2017-09-01 00:00:00+07","SS-20410","123","Lost Customers"
"2017-09-01 00:00:00+07","DB-12910","143","Lost Customers"
"2017-09-01 00:00:00+07","KH-16630","123","Lost Customers"
"2017-09-01 00:00:00+07","SN-20560","131","Lost Customers"
"2017-09-01 00:00:00+07","HA-14905","122","Lost Customers"
"2017-09-01 00:00:00+07","FH-14275","122","Lost Customers"
"2017-09-01 00:00:00+07","SH-20395","155","Lost Customers"
"2017-09-01 00:00:00+07","LC-16930","143","Lost Customers"
"2017-09-01 00:00:00+07","AR-10345","134","Lost Customers"
"2017-09-01 00:00:00+07","RW-19690","111","High Value"
"2017-09-01 00:00:00+07","SO-20335","112","High Value"
"2017-09-01 00:00:00+07","SB-20290","122","Lost Customers"
"2017-09-01 00:00:00+07","AI-10855","155","Lost Customers"
"2017-09-01 00:00:00+07","GK-14620","155","Lost Customers"
"2017-09-01 00:00:00+07","DK-12835","134","Lost Customers"
"2017-09-01 00:00:00+07","JD-16015","125","Lost Customers"
"2017-09-01 00:00:00+07","KD-16495","144","Lost Customers"
"2017-09-01 00:00:00+07","LC-17050","122","Lost Customers"
"2017-09-01 00:00:00+07","MC-17605","143","Lost Customers"
"2017-09-01 00:00:00+07","SP-20620","111","High Value"
"2017-09-01 00:00:00+07","EM-14095","144","Lost Customers"
"2017-09-01 00:00:00+07","EB-14110","143","Lost Customers"
"2017-09-01 00:00:00+07","RS-19765","143","Lost Customers"
"2017-09-01 00:00:00+07","FC-14245","133","Lost Customers"
"2017-09-01 00:00:00+07","MM-18055","131","Lost Customers"
"2017-09-01 00:00:00+07","RD-19660","131","Lost Customers"
"2017-09-01 00:00:00+07","RD-19900","122","Lost Customers"
"2017-09-01 00:00:00+07","PF-19225","112","High Value"
"2017-09-01 00:00:00+07","TG-21640","133","Lost Customers"
"2017-09-01 00:00:00+07","JC-15340","144","Lost Customers"
"2017-09-01 00:00:00+07","NF-18595","144","Lost Customers"
"2017-09-01 00:00:00+07","DM-12955","144","Lost Customers"
"2017-09-01 00:00:00+07","JM-16195","133","Lost Customers"
"2017-09-01 00:00:00+07","AG-10390","155","Lost Customers"
"2017-09-01 00:00:00+07","AA-10375","134","Lost Customers"
"2017-09-01 00:00:00+07","MG-17875","143","Lost Customers"
"2017-09-01 00:00:00+07","LP-17095","123","Lost Customers"
"2017-09-01 00:00:00+07","PK-19075","121","Lost Customers"
"2017-09-01 00:00:00+07","JD-15790","124","Lost Customers"
"2017-09-01 00:00:00+07","RA-19285","112","High Value"
"2017-09-01 00:00:00+07","HW-14935","111","High Value"
"2017-09-01 00:00:00+07","MM-17920","155","Lost Customers"
"2017-09-01 00:00:00+07","TH-21235","144","Lost Customers"
"2017-09-01 00:00:00+07","KB-16405","111","High Value"
"2017-09-01 00:00:00+07","MD-17350","114","High Value"
"2017-09-01 00:00:00+07","AS-10045","144","Lost Customers"
"2017-09-01 00:00:00+07","AB-10150","144","Lost Customers"
"2017-09-01 00:00:00+07","GM-14695","131","Lost Customers"
"2017-09-01 00:00:00+07","EJ-14155","132","Lost Customers"
"2017-09-01 00:00:00+07","JK-16120","155","Lost Customers"
"2017-09-01 00:00:00+07","VM-21835","155","Lost Customers"
"2017-09-01 00:00:00+07","CV-12805","155","Lost Customers"
"2017-09-01 00:00:00+07","AG-10300","155","Lost Customers"
"2017-09-01 00:00:00+07","EP-13915","144","Lost Customers"
"2017-09-01 00:00:00+07","MY-18295","133","Lost Customers"
"2017-09-01 00:00:00+07","RK-19300","155","Lost Customers"
"2017-09-01 00:00:00+07","TB-21055","123","Lost Customers"
"2017-09-01 00:00:00+07","JL-15235","133","Lost Customers"
"2017-09-01 00:00:00+07","SU-20665","143","Lost Customers"
"2017-09-01 00:00:00+07","JS-15595","123","Lost Customers"
"2017-09-01 00:00:00+07","BE-11335","121","Lost Customers"
"2017-09-01 00:00:00+07","MC-18100","144","Lost Customers"
"2017-09-01 00:00:00+07","AH-10210","131","Lost Customers"
"2017-09-01 00:00:00+07","Dl-13600","155","Lost Customers"
"2017-09-01 00:00:00+07","LW-17215","155","Lost Customers"
"2017-09-01 00:00:00+07","MH-17290","112","High Value"
"2017-09-01 00:00:00+07","AW-10840","122","Lost Customers"
"2017-09-01 00:00:00+07","AC-10615","111","High Value"
"2017-09-01 00:00:00+07","CA-12775","132","Lost Customers"
"2017-09-01 00:00:00+07","CK-12325","155","Lost Customers"
"2017-09-01 00:00:00+07","RW-19540","132","Lost Customers"
"2017-09-01 00:00:00+07","BN-11515","143","Lost Customers"
"2017-09-01 00:00:00+07","SS-20875","134","Lost Customers"
"2017-08-01 00:00:00+07","BW-11110","121","Lost Customers"
"2017-08-01 00:00:00+07","RL-19615","143","Lost Customers"
"2017-08-01 00:00:00+07","MS-17770","143","Lost Customers"
"2017-08-01 00:00:00+07","AJ-10945","132","Lost Customers"
"2017-08-01 00:00:00+07","JF-15490","125","Lost Customers"
"2017-08-01 00:00:00+07","AW-10930","122","Lost Customers"
"2017-08-01 00:00:00+07","BG-11035","132","Lost Customers"
"2017-08-01 00:00:00+07","MG-17890","155","Lost Customers"
"2017-08-01 00:00:00+07","RW-19540","111","High Value"
"2017-08-01 00:00:00+07","CP-12085","114","High Value"
"2017-08-01 00:00:00+07","MD-17860","155","Lost Customers"
"2017-08-01 00:00:00+07","MG-17650","133","Lost Customers"
"2017-08-01 00:00:00+07","SC-20305","134","Lost Customers"
"2017-08-01 00:00:00+07","KN-16705","111","High Value"
"2017-08-01 00:00:00+07","DK-12895","111","High Value"
"2017-08-01 00:00:00+07","MR-17545","122","Lost Customers"
"2017-08-01 00:00:00+07","ST-20530","155","Lost Customers"
